BIS,Label
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
82.8,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
84.7,AW
