BIS,Label
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
97.3,AW
