BIS,Label
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
97.1,AW
