BIS,Label
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.6,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
89.7,AW
